Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Kenichi Nakajima, Tsunehiko Nishimura","J-ACCESS investigation and nuclear cardiology in Japan: implications for heart failure.",2023,"Annals of nuclear medicine","","","",11,"2023-04-11 18:38:36","Journal Article","10.1007/s12149-023-01836-x","1864-6433","",,,,,0,0.00,0,2,1,"While coronary heart disease remains a global cause of mortality, the prevalence of heart failure (HF) is increasing in developed countries including Japan. The continuously increasing aging population and the relatively low incidence of ischemic origins are features of the HF background in Japan. Information about nuclear cardiology practice and prognosis has accumulated, thanks to the multicenter prognostic J-ACCESS investigations (Series 1‒4) over two decades in Japan. Although the rate of hard cardiac events is lower in Japan than in the USA and Europe, similar predictors have been identified as causes of major adverse cardiac events. The highest proportion (50-75%) of major events among patients indicated for nuclear cardiology examinations in the J-ACCESS registries is severe HF requiring hospitalization. Therefore, the background and the possible reasons for the higher proportion of severe HF events in Japan require clarification. Combinations of age, myocardial perfusion defects, left ventricular dysfunction, and comorbid diabetes and chronic kidney disease are major predictors of cardiovascular events including severe HF. Although the Japanese Circulation Society has updated its clinical guidelines to incorporate non-invasive imaging modalities for diagnosing chronic coronary artery disease, the importance of risk-based approaches to optimal medical therapy and coronary revascularization is emphasized herein.","",""
0,"Yassine Laghrib, Annick Massart, Johan Willem de Fijter, Daniel Abramowicz, Christophe De Block, Rachel Hellemans","Pre-transplant HbA1c and risk of diabetes mellitus after kidney transplantation: a single center retrospective analysis.",2023,"Journal of nephrology","","","",12,"2023-04-11 18:38:36","Journal Article","10.1007/s40620-023-01623-x","1724-6059","",,,,,0,0.00,0,6,1,"Post-transplant diabetes mellitus occurs in 10-40% of kidney transplant recipients and is associated with increased risk of developing cardiovascular diseases. Early identification of patients with a higher risk of developing diabetes could allow to take timely measures. However, no validated model exists to predict the risk of post-transplant diabetes mellitus. This retrospective study includes 267 adult patients who underwent kidney transplantation at the Antwerp University Hospital between January 2014 and August 2021. Post-transplant diabetes mellitus was diagnosed based on the American Diabetes Association definition at 3 months post-transplant. First, a logistic regression analysis was used to identify predictors for post-transplant diabetes mellitus. Second, criteria to identify patients with a high risk (> 35%) of developing post-transplant diabetes mellitus at 3 months were established. At 3 months post-transplantation, 54 (20.2%) patients developed post-transplant diabetes mellitus. Univariable analysis showed that age, body mass index and HbA1c on the day of transplantation were associated with post-transplant diabetes mellitus. However, in a multivariable model with the same parameters, only HbA1c remained statistically significant. An absolute increase in HbA1c of 0.1% increases the odds for developing post-transplant diabetes mellitus by 28% (95% confidence interval 1.15-1.42). An HbA1c level ≥ 5.3% at transplantation, regardless of age or body mass index, is sufficient to identify patients with a post-transplant diabetes mellitus risk of ≥ 35% with a positive predictive value of 39% and a negative predictive value of 88%. The HbA1c value at transplantation was the strongest predictor for post-transplant diabetes mellitus at 3 months post-transplant. Furthermore, at least in our population, a pre-transplant HbA1c of ≥ 5.3% can be used as an easy tool to identify patients at high risk of early post-transplant diabetes mellitus.","",""
0,"Hamidreza Omidi, Kaysan Sohrabi, Abdollah Amini, Fatemeh Fadaei Fathabady, Atarodalsadat Mostafavinia, Houssein Ahmadi, Mansooreh Mirzaei, Fahimeh Ghasemi Moravej, Mohammadali Asghari, Fatemehalsadat Rezaei, Latif Gachkar, Sufan Chien, Mohammad Bayat","Application of combined photobiomodulation and curcumin-loaded iron oxide nanoparticles considerably enhanced repair in an infected, delayed-repair wound model in diabetic rats compared to either treatment alone.",2023,"Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology","","","",13,"2023-04-11 18:38:36","Journal Article","10.1007/s43630-023-00411-7","1474-9092","",,,,,0,0.00,0,13,1,"Herein, we attempted to evaluate the therapeutic potential of photobiomodulation (PBM) and curcumin-loaded iron nanoparticles (CUR), alone and in combination, on wound closure rate (WCR), microbial flora by measuring colony-forming units (CFUs), the stereological and biomechanical properties of repairing wounds in the maturation stage of the wound healing course in an ischemic infected delayed healing wound model (IIDHWM) of type I diabetic (TIDM) rats. There were four groups: group 1 was the control, group 2 received CUR, rats in group 3 were exposed to PBM (80 Hz, 890 nm, and 0.2 J/cm2), and rats in group 4 received both PBM and CUR (PBM + CUR). We found CFU was decreased in groups 2, 3, and 4 compared to group 1 (p = 0.000 for all). Groups 2, 3, and 4 showed a considerable escalation in WCR compared to group 1 (p = 0.000 for all). In terms of wound strength parameters, substantial increases in bending stiffness and high-stress load were observed in groups 2, 3, and 4 compared to group 1 (p = 0.000 for all). Stereological examinations revealed decreases in neutrophil and macrophage counts and increases in fibroblast counts in groups 2, 3, and 4compared  to group 1 (p = 0.000 for all). Blood vessel counts were more dominant in the PBM and PBM + CUR groups over group 1 (p = 0.000 for all). CFU and wound strength as well as macrophage, neutrophil, and fibroblast counts were found to be improved in the PBM + CUR and PBM groups compared to the CUR group (ranging from p = 0.000 to p < 0.05). Better results were achieved in the PBM + CUR  treatment  over the PBM therapy. We determined therapy with PBM + CUR, PBM alone, and CUR alone substantially accelerated diabetic wound healing in an IIDHWM of TIDM rats compared to control  group. Concomitantly, the PBM + CUR and PBM groups attained significantly enhanced results for WCR, stereological parameters, and wound strength than the CUR group, with the PBM + CUR results being superior to those of the PBM group.","",""
0,"Semra Koca, Esra Vural, Ender Sırakaya, Deniz Kılıc","Evaluation of the lamina cribrosa in different stages of diabetic retinopathy.",2023,"Japanese journal of ophthalmology","","","",14,"2023-04-11 18:38:36","Journal Article","10.1007/s10384-023-00987-8","1613-2246","",,,,,0,0.00,0,4,1,"To evaluate the relationship of the peripapillary retina nerve fiber layer (RNFL) and lamina cribrosa (LC) with diabetic retinopathy (DR) in type 2 diabetes mellitus (DM) cases. Prospective comparative study. This study included 50 non-DR (Group 1), 55 non-proliferative diabetic retinopathy (NPDR) (Group 2), 28 DM cases with proliferative diabetic retinopathy (PDR) (Group 3) and 45 healthy volunteers (Group 4). All participants were evaluated with visual acuity, intraocular pressure (IOP) with Goldman applanation tonometry, anterior segment biomicroscopy, 24 - 2 visual field testing, and dilated fundus examination. Retinal nerve fiber layer (RNFL) thickness, lamina cribrosa thickness (LCT) and anterior lamina cribrosa depth (ALCD) were examined by spectral-domain optical coherence tomography (OCT). There was no difference between the groups in terms of age and gender. Visual acuity (p < 0.001) was significantly different between the groups, while IOP (p = 0.068) was similar. Mean (p = 0.010), superior-temporal (p = 0.024), and superior-nasal (p = 0.011) RNFL thickness decreased significantly in correlation with the stage of DR. LCT decreased significantly as the stage of DR progressed in both vertical and horizontal radial OCT scans (p < 0.001). ALCD was not different between groups (p = 0.954 for horizontal scan, p = 0.867 for vertical scan). Peripapillary RNFL and LCT significantly decreases as the DR stage progresses. The biomechanical effects of the LC may also be responsible for diabetes-induced neurodegeneration.","",""
0,"María-Carmen Silva-Viguera, Marta C García-Romera, María-José Bautista-Llamas","Contrast sensitivity function under three light conditions in patients with type 1 diabetes mellitus without retinopathy: a cross-sectional, case-control study.",2023,"Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie","","","",15,"2023-04-11 18:38:36","Journal Article","10.1007/s00417-023-06057-6","1435-702X","",,,,,0,0.00,0,3,1,"To determine whether patients with type 1 diabetes mellitus (T1DM), without any sign of diabetic retinopathy, have any alteration in Contrast Sensitivity Function (CSF), in relation to patients without this disease, and whether CSF assessment in three different light conditions can be an effective test in the early detection of diabetic retinopathy. A prospective, cross-sectional, case-control study was preformed including 80 patients (40 with T1DM without diabetic retinopathy and 40 controls) between 11 and 47 years old. CSF was assessed at four spatial frequencies (3, 6, 12 and 18 cycles/degree) using the CSV-1000E test, under three light conditions: high (550 lx), medium (200 lx) and low (< 2 lx). A lower CSF in the T1DM group was found at the three light conditions studied. The most spatial frequency affected was 18 cpd, 0.08 log units (p = 0.048) in high, 0.10 log units (p = 0.010) in medium (p = 0.010) and 0.16 log units (p < 0.001) in low-light conditions in mean CS values. The least spatial frequency affected was 3 cpd (p > 0.05 in all three light conditions). Patients with T1DM, without diabetic retinopathy, presented a loss of CS to sine-wave gratings, with respect to people with the same characteristics without the disease, mainly at medium and high frequencies, and in medium and low-light conditions.","",""
0,"Haili Guo, Peng Li, Daihong Guo, Ao Gao, Pengzhi Zhao, An Fu, Chao Li, Jingchuang Lu","Analysis of clinical characteristics and automatic monitoring of drug-induced arrhythmias in 167,546 inpatients.",2023,"European journal of clinical pharmacology","","","",16,"2023-04-11 18:38:36","Journal Article","10.1007/s00228-023-03492-6","1432-1041","",,,,,0,0.00,0,8,1,"The purpose of this study was to analyze the occurrence characteristics, clinical manifestations, medication distribution, and incidence of drug-induced arrhythmias in a real-world inpatient population. According to the inclusion and exclusion criteria as well as the ADR evaluation criteria, we retrospectively evaluated hospitalized patients in 2019 using the arrhythmia module of the Adverse Drug Event Active Surveillance and Assessment System-II (ADE-ASAS-II). A detailed analysis was performed on the demographic data, ADR manifestations, and medication distribution of 2097 patients with drug-induced arrhythmias and QT interval prolongation. Of the 167,546 hospitalized patients, there were 1809 cases of drug-induced arrhythmias, with an incidence of 1.08%. The ADRs in 45.35% of positive patients occurred within 3 days after medication administration, and 46.73% of the patients were 65 years old or older. The predominant ADRs identified in this study were extrasystole, tachycardia, and QT interval prolongation, of which the incidence was 0.20%. Levofloxacin was the most involved drug, and levofloxacin-associated rates of incidence of arrhythmia and QT interval prolongation were 1.24% and 0.44%, respectively. The risk factors for drug-induced arrhythmias were male sex, advanced age, emaciation, obesity, and underlying illnesses such as cardiovascular diseases, diabetes mellitus, cerebrovascular diseases, and hepatic and renal inadequacy (P < 0.05). The incidence of drug-induced arrhythmias was in the range of common, while QTc interval prolongation was occasional. It is necessary to pay attention to patients with risk factors.","",""
0,"Nergiz Gürbüz Çolak, Neslihan Tek Eken, Mehmet Ülger, Anne Frary, Sami Doğanlar","Mapping of quantitative trait loci for the nutritional value of fresh market tomato.",2023,"Functional & integrative genomics","","","",17,"2023-04-11 18:38:36","Journal Article","10.1007/s10142-023-01045-9","1438-7948","",23,2,121,,0,0.00,0,5,1,"The incidence of many diseases, such as cancer, cardiovascular diseases, and diabetes, is associated with malnutrition and an unbalanced daily diet. Vegetables are an important source of vitamins and essential compounds for human health. As a result, such metabolites have increasingly become the focus of breeding programs. Tomato is one of the most popular components of our daily diet. Therefore, the improvement of tomato's nutritional quality is an important goal. In the present study, we performed targeted metabolic profiling of an interspecific Solanum pimpinellifolium × S. lycopersicum inbred backcross line (IBL) population and identified quantitative trait loci responsible for the nutritional value of tomato. Transgressive segregation was apparent for many of the nutritional compounds such that some IBLs had extremely high levels of various amino acids and vitamins compared to their parents. A total of 117 QTLs for nutritional traits including 62 QTLs for amino acids, 18 QTLs for fatty acids, 12 QTLs for water-soluble vitamins, and 25 QTLs for fat-soluble vitamins were identified. Moreover, almost 24% of identified QTLs were confirmed in previous studies, and 40 possible gene candidates were found for 18 identified QTLs. These findings can help breeders to improve the nutritional value of tomato.","",""
0,"Qing Wu, Ming Zhao, Dongling Li, Xi He, Weijin Zang","Cholinergic drugs reduce metabolic inflammation and diabetic myocardial injury by regulating the gut bacterial component lipopolysaccharide-induced ERK/Egr-1 pathway.",2023,"FASEB journal : official publication of the Federation of American Societies for Experimental Biology","","","",18,"2023-04-11 18:38:36","Journal Article","10.1096/fj.202202108R","1530-6860","",37,5,,,0,0.00,0,5,1,"Autonomic imbalance and metabolic inflammation are important pathological processes in diabetic cardiomyopathy. Gut microbiota dysbiosis and increased levels of bacterial component lipopolysaccharide (LPS) are associated with diabetic myocardial injury, but the mechanism by which gut microbes affect metabolic inflammation and cardiac injury remains unclear. We determined whether pyridostigmine (PYR), which inhibits cholinesterase to improve vagal activity, could regulate the disordered gut microbiota and attenuate gut barrier dysfunction, metabolic endotoxemia, and inflammation in diabetes. Db/db mice exhibited high blood glucose levels, insulin resistance, low vagal activity, and diabetic myocardial injury. Db/db mice also exhibited gut microbiota perturbations and subsequent disruption of gut barrier function, resulting in an influx of LPS, metabolic endotoxemia, and inflammation. PYR ameliorated the dysregulated glucose and lipid metabolism, modulated the overall structure of the gut microbiota, selectively enhanced the abundance of anti-inflammatory bacteria, and reduced the abundance of proinflammatory and potentially pathogenic bacteria in db/db mice. Importantly, PYR enhanced vagal activity, restored gut microbiota homeostasis, and alleviated gut barrier dysfunction. Therefore, the LPS-induced extracellular signal-regulated kinase (ERK)/early growth response-1 (Egr-1) pathway and consequent metabolic inflammation were inhibited, and eventually, cardiac hypertrophy, fibrosis, oxidative stress, and dysfunction were ameliorated in db/db mice. In vitro cardiomyocyte injury was induced by exposing primary neonatal rat ventricular cardiomyocytes to high glucose (HG) and LPS. In vitro analyses showed that HG + LPS induced ERK1/2 phosphorylation, Egr-1 expression, inflammation, and cell apoptosis, which were inhibited by acetylcholine (ACh). Alpha 7 nicotinic ACh receptor but not muscarinic 2 ACh receptor plays an important role in ACh-mediated anti-inflammatory effects and inhibiting the ERK/Egr-1 pathway in HG + LPS-administered neonatal rat ventricular cardiomyocytes. PYR and ACh ameliorated diabetic myocardial injury by inhibiting the LPS-induced ERK/Egr-1 pathway and metabolic inflammation. The vagus-gut-heart axis has provided new insights into the complex mechanisms of diabetes and offers novel therapeutic targets.","",""
0,"Justin B Echouffo-Tcheugui, Leigh Perreault, Linong Ji, Sam Dagogo-Jack","Diagnosis and Management of Prediabetes: A Review.",2023,"JAMA","","","",19,"2023-04-11 18:38:36","Journal Article","10.1001/jama.2023.4063","1538-3598","",329,14,1206,1216,0,0.00,0,4,1,"Prediabetes, an intermediate stage between normal glucose regulation and diabetes, affects 1 in 3 adults in the US and approximately 720 million individuals worldwide. Prediabetes is defined by a fasting glucose level of 100 to 125 mg/dL, a glucose level of 140 to 199 mg/dL measured 2 hours after a 75-g oral glucose load, or glycated hemoglobin level (HbA1C) of 5.7% to 6.4% or 6.0% to 6.4%. In the US, approximately 10% of people with prediabetes progress to having diabetes each year. A meta-analysis found that prediabetes at baseline was associated with increased mortality and increased cardiovascular event rates (excess absolute risk, 7.36 per 10 000 person-years for mortality and 8.75 per 10 000 person-years for cardiovascular disease during 6.6 years). Intensive lifestyle modification, consisting of calorie restriction, increased physical activity (≥150 min/wk), self-monitoring, and motivational support, decreased the incidence of diabetes by 6.2 cases per 100 person-years during a 3-year period. Metformin decreased the risk of diabetes among individuals with prediabetes by 3.2 cases per 100 person-years during 3 years. Metformin is most effective for women with prior gestational diabetes and for individuals younger than 60 years with body mass index of 35 or greater, fasting plasma glucose level of 110 mg/dL or higher, or HbA1c level of 6.0% or higher. Prediabetes is associated with increased risk of diabetes, cardiovascular events, and mortality. First-line therapy for prediabetes is lifestyle modification that includes weight loss and exercise or metformin. Lifestyle modification is associated with a larger benefit than metformin.","",""
0,"Won Gu, Hyunwook Koh, Hyojung Jang, Byungho Lee, Byungkon Kang","MiSurv: an Integrative Web Cloud Platform for User-Friendly Microbiome Data Analysis with Survival Responses.",2023,"Microbiology spectrum","","","",20,"2023-04-11 18:38:36","Journal Article","10.1128/spectrum.05059-22","2165-0497","",,,,,0,0.00,0,5,1,"Investigators have studied the treatment effects on human health or disease, the treatment effects on human microbiome, and the roles of the microbiome on human health or disease. Especially, in a clinical trial, investigators commonly trace disease status over a lengthy period to survey the sequential disease progression for different treatment groups (e.g., treatment versus placebo, new treatment versus old treatment). Hence, disease responses are often available in the form of survival (i.e., time-to-event) responses stratified by treatment groups. While the recent web cloud platforms have enabled user-friendly microbiome data processing and analytics, there is currently no web cloud platform to analyze microbiome data with survival responses. Therefore, we introduce here an integrative web cloud platform, called MiSurv, for comprehensive microbiome data analysis with survival responses. IMPORTANCE MiSurv consists of a data processing module and its following four data analytic modules: (i) Module 1: Comparative survival analysis between treatment groups, (ii) Module 2: Comparative analysis in microbial composition between treatment groups, (iii) Module 3: Association testing between microbial composition and survival responses, (iv) Module 4: Prediction modeling using microbial taxa on survival responses. We demonstrate its use through an example trial on the effects of antibiotic use on the survival rate against type 1 diabetes (T1D) onset and gut microbiome composition, respectively, and the effects of the gut microbiome on the survival rate against T1D onset. MiSurv is freely available on our web server (http://misurv.micloud.kr) or can alternatively run on the user's local computer (https://github.com/wg99526/MiSurvGit).","",""
0,"Michelle Krichbaum, Neil Miransky, Alexandra Perez","Trends in Pain Medication Use in Patients With Type 2 Diabetes: NHANES 2005-2018.",2023,"Journal of pain & palliative care pharmacotherapy","","","",21,"2023-04-11 18:38:36","Journal Article","10.1080/15360288.2023.2194868","1536-0539","",,,1,11,0,0.00,0,3,1,"The aim of this research was to compare pain medication use trends among adults with and without type 2 diabetes in the US. This cross-sectional study used data of adults with and without (type 2) diabetes from the National Health and Nutrition Examination Survey waves 2005-2018. Use of pain medication including opioids, prescription nonsteroidal anti-inflammatory drugs, gabapentinoids, serotonin norepinephrine reuptake inhibitors, skeletal muscle relaxants, and headache treatment agents was compared by diabetes status and within select social determinants of health and clinical factors. Adults with type 2 diabetes were twice as likely to be prescribed pain medications compared to those without a diabetes diagnosis (16.2% vs 8.6%). Females and those with a history of smoking or arthritis were more likely to be on pain medications. Opioid use was the most prevalent regardless of diabetes status, and use was twice as high among those with diabetes (10.8% vs 5.5%). Patients with type 2 diabetes in the US are twice as likely to be prescribed pain medications overall as well as opioids compared with those without diabetes. Clinical guideline recommendations are necessary to find pharmacologic and nonpharmacologic nociceptive pain management specific for patients with diabetes.","",""
0,"Mei-Qi Miao, Yu-Bo Han, Li Liu","Mitophagy in metabolic syndrome.",2023,"Journal of clinical hypertension (Greenwich, Conn.)","","","",22,"2023-04-11 18:38:36","Journal Article","10.1111/jch.14650","1751-7176","",,,,,0,0.00,0,3,1,"Metabolic syndrome (MS), a chronic and non-communicable pathological condition, is characterized by a constellation of clinical manifestations including insulin resistance, abdominal adiposity, elevated blood pressure, and perturbations in lipid metabolism. The prevalence of MS has increased dramatically in both developed and developing countries and has now become a truly global problem. Excessive energy intake and concomitant obesity are the main drivers of this syndrome. Mitophagy, in which cells degrade damaged mitochondria through a selective form of autophagy, assumes a crucial position in the regulation of mitochondrial integrity and maintenance. Abnormal mitochondrial quality could result in a spectrum of pathological conditions related to metabolic dysfunction, including metabolic syndrome, cardiovascular ailments, and neoplasms. Recently, there has been a proliferation of research pertaining to the process of mitophagy in the context of MS, and there are various regulatory pathways in MS, including pathways like the ubiquitin-dependent mechanism and receptor-mediated mechanisms, among others. Furthermore, studies have uncovered that the process of mitophagy serves a defensive function in the advancement of Metabolic Syndrome, and inhibition of mitophagy exacerbates the advancement of MS. As a result, the regulation of mitophagy holds great promise as a therapeutic approach in the management of Metabolic Syndrome. In this comprehensive analysis, the authors present a synthesis of the diverse regulatory pathways involved in mitophagy in the context of Metabolic Syndrome, as well as its modes of action in metabolic disorders implicated in the development of MS, Including obesity, insulin resistance (IR), and type 2 diabetes mellitus (T2DM), offering novel avenues for the prophylaxis and therapeutic management of MS.","",""
